true,pred_raw,pred_smoothed
-199.05019,-201.17890547791077,-204.28604079867193
-199.08229,-198.28491832401735,-203.23745541733786
-198.66739,-196.02363806432376,-201.90893263818228
-197.93854,-199.56037336557335,-201.44595594856509
-197.79692,-198.1852960457194,-200.79082431337304
-197.87187,-197.5025625404551,-200.1043930401907
-197.42986,-196.98913631698017,-199.4248144214554
-198.37207,-198.50799218396767,-199.13858157396265
-197.69878,-198.61099318970992,-198.9199972646846
-198.07329,-195.70547563326244,-198.18780559769465
-197.3468,-196.61677854061116,-197.74305460018473
-198.59451,-197.73790186969123,-197.58455696413114
-197.68752,-202.63789853823326,-198.3887066950063
-198.50388,-201.20212344339257,-198.80976262742774
-197.82503,-199.68896519226203,-198.887241473134
-198.14233,-199.1154649099907,-198.8490515217158
-197.43327,-201.263796021073,-199.22896470605542
-198.55183,-198.65136768254007,-199.06068131419946
-198.07504,-197.27899608697868,-198.65952802732284
-198.51581,-197.3220784531991,-198.32897419513122
-197.9094,-199.22138538864286,-198.41202495137102
-198.3311,-197.3680638768454,-198.13525858105643
-197.69553,-194.30704132211486,-197.32181158866075
-198.10905,-196.05519117341981,-196.9649202939027
-198.09506,-195.07950522446083,-196.48136072364167
-198.18721,-196.43617648624698,-196.33342645647775
-197.37665,-201.21738497989267,-197.12305681416535
-197.29665,-199.04410160677614,-197.3906768446574
-197.08995,-195.2541700404409,-196.90389631937353
-196.48361,-196.85692020308124,-196.79762936200592
-196.05043,-196.60738439610287,-196.66473423162304
-196.36523,-198.85894339940833,-196.98431188828573
-196.52054,-196.40004704299204,-196.7947257975746
-196.23041,-192.32564088719943,-195.8630771069522
-196.92657,-194.7224515874498,-195.52846133839805
-196.45718,-194.15143189562872,-195.1408687269137
-197.02798,-192.60501086497015,-194.5232043474734
-196.5761,-196.48887785485897,-194.7416489933806
-196.96976,-193.47192772055348,-194.3628409196622
-196.57611,-193.73280664631022,-194.09666424385304
-197.34338,-194.448899014306,-194.01348011039133
-196.96558,-195.88494622852863,-194.22330412202876
-197.83981,-198.70835991293237,-194.94632659255683
-197.51187,-198.13255125855605,-195.4601914825568
-198.3952,-197.17422531425163,-195.721063711799
-197.5771,-198.68365305935865,-196.23369310507996
-198.2182,-197.00891816226223,-196.35522288273208
-197.36526,-198.1128694759729,-196.6699497050306
-197.63606,-200.70513270051097,-197.43183764146403
-197.25476,-199.32881880989353,-197.82020018134824
-197.70549,-198.49700599704772,-197.9918155904992
-196.94467,-197.00011212267725,-197.85146613984662
-196.58682,-197.80965914560343,-197.88308347900227
-196.50937,-198.87384508942785,-198.110154609711
-196.18916,-197.82589366169628,-198.1026083591133
-195.91235,-196.74685222270514,-197.8887108757466
-197.03375,-197.4859462857372,-197.8444631996653
-197.31448,-194.65441887288765,-197.26704720445875
-196.71214,-194.77168262930078,-196.79549407874418
-196.48926,-193.6910879535417,-196.18798494402674
-196.07942,-193.23236985460161,-195.58377713620217
-197.35237,-194.18913726594897,-195.25264054720427
-196.43806,-194.84759296784404,-195.09889146066345
-196.95705,-193.65109553610284,-194.7445072036064
-195.84593,-198.24430947287627,-195.31923248670205
-196.56985,-196.9424407005131,-195.56665566912233
-195.58667,-194.98770905132616,-195.4094272838511
-197.23613,-194.07075109807877,-195.1036330983392
-196.16458,-196.6344582668345,-195.3327153501355
-196.31439,-198.12134202225448,-195.8137973167873
-195.55418,-197.10867879180924,-196.0341431430453
-196.73692,-195.90038176460894,-195.9937921836339
-196.56128,-199.74262980019842,-196.69020092908247
-197.38829,-199.84878422223323,-197.30498564179354
-196.83746,-197.8003489670978,-197.43919654641812
-197.7263,-199.21566054427348,-197.82042810303426
