true,pred_raw,pred_smoothed
-213.06577,-215.24501436128335,-214.892844721592
-212.50125,-211.0833036974633,-214.32667054923402
-212.37537,-212.61670120371707,-214.12698132729457
-211.73358,-214.84145764922994,-214.3728339809353
-211.8342,-211.47927274369172,-213.93784573501495
-210.81892,-209.97409808080945,-213.27493633995863
-211.32558,-212.821719820079,-213.2460194778327
-211.61226,-210.97874714465038,-212.86818901460174
-211.42023,-211.75153955895308,-212.6900824794027
-211.88583,-210.3188199356324,-212.26421402825602
-212.03049,-212.23990232392813,-212.2648122956772
-212.7553,-213.27432020837966,-212.4615871906166
-212.1392,-212.33337610934797,-212.45032280687914
-213.37534,-209.90405826002834,-211.97845879770574
-212.96849,-215.82244198099224,-212.6999978518817
-213.82886,-214.23937306450787,-213.01488583292326
-212.79836,-215.74105970138027,-213.5675104308885
-213.23412,-216.43801454567304,-214.1692932683609
-213.13441,-217.12709794578498,-214.81035042550795
-214.14937,-214.55852733735173,-214.86474578239753
-213.51111,-212.42668659143558,-214.50069409530352
-213.60344,-213.30586249812808,-214.3521155759903
-213.41608,-215.69109806309723,-214.67449920191208
-214.03731,-214.89272417172668,-214.79410488816018
-213.6666,-211.86291006104284,-214.31630700582687
-213.80956,-212.1241469762944,-213.95439176558688
-213.66173,-215.77273944129442,-214.33617054144955
-213.5199,-215.16822428104334,-214.54491915844906
-213.0716,-214.39163291835754,-214.57268623053432
-212.98651,-211.55162955988027,-214.05376638769093
-213.18231,-212.87749657705425,-213.86033467997268
-213.34862,-214.37532471151886,-213.97841396124005
-213.16339,-211.6058257754301,-213.55182248871253
-212.91324,-210.81097398033847,-213.035801587765
-213.85246,-208.61978946551702,-212.17925132410718
-213.47153,-208.83469107830499,-211.49068229838815
-213.8991,-209.75510972905073,-211.0812610189966
-213.20811,-210.4647721197885,-210.8712041240301
-214.3047,-209.21284506468297,-210.4591275785948
-213.37805,-212.6037220516911,-210.75714937918463
-214.12175,-211.92580718229814,-210.8882089392028
-213.74203,-213.37275994615499,-211.27966419038125
-214.427,-211.92415568103564,-211.34243909102088
-213.35718,-214.7498122437583,-211.9359786733564
-214.05449,-215.82787602076536,-212.64971618838356
-213.01103,-215.89478103654443,-213.27233712687737
-213.99297,-214.6033706411973,-213.5575165510381
-213.25755,-213.3925192178241,-213.568908655069
-213.83298,-216.18393823435008,-214.10674197810152
-213.20119,-217.2959880180026,-214.77444839121432
-213.4635,-214.9182203786533,-214.88873013062715
-212.83948,-214.26913100360042,-214.85826626077184
-213.9093,-215.5885535131886,-215.07838945043906
-213.52339,-215.0229457617436,-215.15432540192242
-213.25052,-215.7175736810346,-215.3464990308874
-213.49207,-215.8896905615662,-215.53857262415158
-213.90924,-215.29196485136458,-215.5840955291314
-213.65536,-212.1419591942014,-215.01954670052635
-213.60153,-211.592563482188,-214.4291010890105
-213.58116,-214.0675544088769,-214.3927230436853
-213.68062,-213.85084107773702,-214.31882960770724
-213.93552,-212.68054868240802,-214.0319404841528
-213.84814,-212.74164545763736,-213.79765476334987
-215.0681,-212.14486997221533,-213.48393589421218
-214.25914,-216.38934501645662,-214.02288320939653
-214.98592,-212.9675459253896,-213.8329533254637
-214.52336,-213.52572565528575,-213.77651019415757
-215.47757,-213.44014433173174,-213.71202296093568
-215.01358,-214.91603521616096,-213.93748878377545
-215.83598,-212.8713804298791,-213.74141715520597
-215.87486,-212.96996558927867,-213.59262994909736
-216.89082,-217.04840028033163,-214.24078825985123
-215.96625,-216.49071922929565,-214.68791321206982
-216.17564,-212.13363509908737,-214.24026649879957
-215.31229,-212.62692538928522,-213.95033150219118
-215.65738,-214.51834919032697,-214.06162061600725
-214.63998,-214.1240692913523,-214.08141890313624
-214.68271,-212.90943350684475,-213.86710122053648
-214.7771,-212.74810283877557,-213.65327439356062
-214.86803,-215.15972581625883,-213.9292313138841
-215.16756,-212.4137100774229,-213.64331837399106
-215.31778,-210.7377331008716,-213.08099718416724
-215.90572,-215.39756374345174,-213.48745220166725
-215.21445,-216.33934259607918,-214.0147198632593
-214.67766,-210.04607520749767,-213.2693320926466
-214.03119,-213.0150561972735,-213.19744181765617
-214.36183,-214.43239882534436,-213.40668193804362
-213.94267,-214.58439546598464,-213.61530296615211
-215.01622,-213.24963471762894,-213.54037238173072
-214.84541,-213.08342355502575,-213.44519111081377
-215.94763,-213.67369842569425,-213.47662883124016
-215.53554,-215.11960429745923,-213.77878619636542
-215.96068,-213.09752606894352,-213.65274697970983
-215.5941,-218.80365425334725,-214.62926736014788
-216.13861,-216.42134229829696,-215.00935346577515
-215.75307,-215.32325269023545,-215.12270607412677
-217.00911,-214.6693760029179,-215.0922905824623
-216.25534,-218.20433331345188,-215.7350667774201
-217.09598,-218.67233998734883,-216.36932942873668
-216.38875,-218.31958356470128,-216.83908856158615
-217.24225,-219.87153869477893,-217.52926988394015
-216.35371,-222.60858774540995,-218.63177876277516
-216.5859,-220.40482074932925,-219.14586331520255
-215.88504,-216.03459170834074,-218.7445178592222
-215.9159,-215.95704013906678,-218.37759398020722
-215.48248,-217.16796270791627,-218.2862553878751
-215.09158,-215.25399540067,-217.83743441290966
-215.32419,-212.6336539431894,-216.95019015614398
-215.69939,-213.0804786887806,-216.27325364769655
-215.72298,-216.26318068690225,-216.29772070590806
-215.63623,-216.59459313694742,-216.38016198837795
-216.13173,-214.28673338809506,-216.01059038638235
-215.8052,-216.42171307035676,-216.09964495841274
-215.94136,-215.3835435976321,-215.9777476430591
-215.34122,-213.08209443599085,-215.43579343645652
-215.49886,-210.1154937734851,-214.40961941322766
-214.5514,-212.64970760825358,-214.01697782662086
-214.88286,-214.27384847359264,-213.99385220370016
-214.28983,-214.34023415680625,-213.99053369164392
-215.22105,-215.435639422263,-214.1994697019668
-214.637,-218.3519087211919,-214.93516073432775
-215.14494,-218.14564015074566,-215.52604692202397
-214.79701,-217.6393569844983,-215.93466686475813
-215.19653,-216.69894332243481,-216.10401732377812
-214.69594,-217.17266807387287,-216.3371481583441
-215.13577,-218.81368801383172,-216.84613312209004
-214.55028,-218.7638068097707,-217.26860906287004
-214.38396,-219.17520968914772,-217.70393309945248
-213.48589,-220.42863887585435,-218.3094098804555
-214.34741,-219.626923288342,-218.6687124013946
-214.36105,-218.03492477145312,-218.66684983401586
-214.56348,-218.16265126469133,-218.68328993752868
-214.65445,-218.50704846518272,-218.75683550273908
-214.43773,-217.3855647194475,-218.60082762849422
-214.3301,-213.5802770592809,-217.73930396583376
-214.07436,-215.38983622138875,-217.34369577081378
-214.54884,-213.58799863907015,-216.66136539671282
-214.47543,-213.81167328371242,-216.12044230859664
-214.79741,-214.4779670858819,-215.78580273938584
-214.26627,-216.32974043136463,-215.8535032674318
-215.71616,-215.93672507928628,-215.83843014989347
-214.75613,-216.79724238126943,-215.99070216135812
-216.86118,-214.14323452897258,-215.61784640090724
-216.21753,-215.91050292260815,-215.63686811101343
-216.9228,-215.8014213956,-215.63428655418386
-216.42107,-213.04934150639926,-215.1109716626179
-216.83331,-211.15836119662342,-214.30718404002985
-216.1912,-213.47341008934433,-214.06448712691653
-216.60396,-212.17185340591408,-213.61469608706722
-215.75015,-215.1223331096411,-213.79652806168588
-216.30548,-215.08591644866965,-213.95015084602196
-215.58421,-213.68628543407084,-213.82001306458687
-215.53696,-214.47551400179356,-213.86321761318663
-215.92029,-213.6401099086819,-213.74560948374733
-216.06694,-214.62331472055922,-213.8361008174075
-216.12361,-215.4394794845934,-214.07234224187022
-216.52177,-214.20763912237135,-214.04331949929008
-217.13522,-212.42728045377186,-213.68318612699707
-217.04059,-210.81514276750534,-213.07261287831685
-217.68025,-213.14112328443426,-212.99741014399427
-218.37894,-215.24972062610252,-213.33856655551435
-219.26259,-214.83259120701194,-213.55476019992432
-218.81808,-215.9652393933406,-213.95785851736966
-219.11479,-213.214505312825,-213.78180248796212
-219.27962,-212.1473790060979,-213.4307701341125
-219.67918,-213.31112503110987,-213.35471176096644
-218.90147,-215.7761133721048,-213.7610163962086
-218.9787,-212.57860194624442,-213.5027469496002
-218.01772,-213.88114508588725,-213.53179044434603
-218.36177,-214.0401239272488,-213.58901520136422
-218.2027,-218.24841441563515,-214.4394535346012
-218.44095,-215.56291327969143,-214.65615297750423
-217.7153,-219.58643186829258,-215.60521566111174
-218.37013,-222.03500514043074,-216.87899751861192
-217.78134,-218.99807247746645,-217.38530369344207
-217.64471,-220.03888405882836,-218.0092935833534
-217.50615,-218.17560201728,-218.1809977110422
-217.52585,-220.9652071870106,-218.85004907978134
-216.95905,-219.0056708148461,-219.04082035882107
-217.3524,-215.14567672310667,-218.46159472197303
-216.73483,-216.67716078642727,-218.25024474816829
-216.3935,-217.40815636977203,-218.20220959060455
-216.24065,-213.66599261253282,-217.44434946689418
-216.03224,-216.70203162691195,-217.3695466108772
-216.09242,-218.2538382657724,-217.59712440904732
-215.78415,-216.52550242517773,-217.45964575441934
-216.41008,-217.2420861910795,-217.47509752639957
-215.97491,-220.26786365253923,-218.06018106602775
-216.14174,-220.5484278807659,-218.60948276235476
-215.67885,-223.02673029428246,-219.54468404613192
-216.48874,-221.74211927146712,-220.09294145413793
-215.6953,-225.16055740977902,-221.2030249790754
-216.50061,-222.51165196111154,-221.63847592333497
-215.5655,-222.99679068743526,-222.0920993065645
-216.52995,-223.9260485319025,-222.64514015123788
-215.67531,-223.01082646669417,-222.93202012684043
-216.33464,-221.68764527966795,-222.91377654494204
-215.29071,-219.36002024748512,-222.44448917483686
-216.02376,-217.00389937774295,-221.58585875052714
-215.47195,-217.12923547436588,-220.86836237146676
-215.79848,-217.6852539338022,-220.35544254274976
-215.3197,-219.3316285031464,-220.2260867635749
-216.08636,-216.19379634136286,-219.51617588910014
-215.2973,-216.36623461476972,-218.94068755724547
-215.37793,-219.22069791937938,-218.99114550689424
-215.30072,-218.4608372937737,-218.88993845136957
-216.11116,-217.64977997200086,-218.64956883368177
-216.32591,-216.489455826116,-218.22440996701977
-216.23479,-216.52452844362918,-217.869345540942
-217.08011,-217.29410799481363,-217.7145152995709
-216.65782,-214.76450328970944,-217.1042738370429
-217.06221,-212.19515444422663,-216.09840426628017
-216.62961,-214.69170606367757,-215.71896222343747
-218.30037,-211.82146124064886,-214.85599509076187
-217.52975,-213.51539328714912,-214.44849346362858
-218.90149,-213.1499995404046,-214.0396613320043
-218.15471,-212.96511992212203,-213.66448355999898
-218.86786,-213.99624365706993,-213.54950943793597
-218.06161,-214.48824394450043,-213.5543277958681
-218.91345,-211.30801284548969,-212.96332591846738
-218.72255,-214.5748301876688,-213.08875656205709
-219.63045,-214.84451734499598,-213.256456679513
-218.90768,-215.31895625072448,-213.49831777339557
-218.94006,-215.2327138983573,-213.696045597264
-218.0837,-216.88084734677932,-214.18471717280855
-219.1271,-216.60266960701242,-214.55464868018362
-219.10269,-216.41760252577896,-214.83961066499137
-219.32776,-214.3430995344467,-214.69205422294036
-218.96999,-213.97825385057658,-214.49972327805875
-218.68172,-216.16873366702438,-214.75491168355495
-217.82971,-213.6967333290665,-214.50607244762955
-217.99278,-214.8688843601791,-214.51912797125576
-217.95418,-215.68637576170454,-214.688523875572
-217.34503,-214.77084945414094,-214.66176307849247
-218.38696,-212.88795887798923,-214.28342848714567
-218.37706,-213.703680469593,-214.1180098744679
-219.42361,-216.53262748529528,-214.51737743713358
-219.04532,-218.96576805438167,-215.32331437150089
-219.88765,-216.8689367581254,-215.6141498788785
-219.61362,-220.76651972493278,-216.6028152723402
-219.85335,-219.41249852609715,-217.18800725779136
-219.0551,-218.49075866060295,-217.50912710424598
-219.64595,-217.44632166792726,-217.5806074668294
-219.6786,-222.41512643719793,-218.58123660869435
-220.69344,-220.945530415237,-219.15086186771742
-220.22916,-224.5087311287713,-220.30721314857283
-220.95105,-220.88549084369123,-220.5974572117025
-219.717,-220.54775615674896,-220.77126564863835
-220.38039,-222.80263651532672,-221.3382426557673
-219.4388,-221.3940329280402,-221.54450328855287
-219.59593,-222.5422927354625,-221.92823906091428
-218.98877,-224.37279029135692,-222.5930001088925
-218.6645,-222.82214433026346,-222.85463172697175
-218.01404,-220.3278796669922,-222.59231817762728
-217.90242,-217.68128956712033,-221.85434769857622
-217.73215,-222.18286277179146,-222.07015993811788
-217.8831,-223.6027816405881,-222.51587946555475
-218.42838,-221.0658553118684,-222.4057653020722
-218.06699,-221.5076159333303,-222.38710824782703
-217.98874,-217.8279714985113,-221.66406866812784
-218.02809,-216.03022703658007,-220.69847418910842
-218.50732,-217.28423565410336,-220.10792182690685
-218.31856,-217.04907107255946,-219.55665628130214
-218.33281,-213.41926397917575,-218.39539198953202
-217.7806,-219.43311004366709,-218.547637385348
-218.90985,-218.62260500810723,-218.52581492578577
-218.66467,-223.32361675323307,-219.4022988659375
-219.30759,-223.37820998187365,-220.1618367497751
-218.45207,-221.31501361477305,-220.4172188582554
-219.2328,-222.94547909654221,-220.9428447552258
-218.42653,-220.80279696046114,-220.98151846932953
-219.08546,-220.05526819249505,-220.86902649675127
-218.29332,-220.3427327250311,-220.82438867710226
-219.16985,-221.93593432638494,-221.08612378792304
-218.531,-225.58990820326792,-222.00088236968023
-218.69048,-223.34119582030755,-222.35047172647697
-218.20512,-222.07514410073614,-222.40299651970207
-218.53297,-219.5008134214426,-221.95314024895902
-218.53902,-222.6184272848227,-222.15658003542416
-218.09451,-220.33710268520312,-221.89253306102722
-218.27766,-217.65664544262964,-221.15381383191848
-218.7447,-218.62150311305226,-220.70380252982778
-218.56346,-215.05912265575088,-219.64161809407932
-218.48483,-215.70846706765755,-218.85879918500203
-219.70651,-213.76607481561211,-217.8241580195874
-219.26382,-216.07676353899808,-217.38454870100514
-218.91263,-215.08812404780727,-216.8275457980071
-218.08502,-217.28159816530496,-216.77573931140134
-218.94386,-217.45853051816712,-216.77245179283346
-218.74225,-216.22970367703766,-216.54317259023225
-219.22855,-216.09119394490008,-216.32800489788713
-218.66673,-217.287053804158,-216.37856433081677
-218.79335,-218.421743206232,-216.64419335261726
-218.29642,-216.54702870526663,-216.52093260362832
-218.82188,-214.94979316556476,-216.11787760542035
-218.43045,-220.14430115946854,-216.76667873131504
-218.6591,-219.91210988778388,-217.28186752595118
-218.2012,-221.82873235943282,-218.08963114283807
-218.27603,-216.9220049557204,-217.84903247797706
-217.79907,-218.31316594620054,-217.90919787240833
-217.7036,-220.1538047057826,-218.31169288695617
-216.86789,-219.30834514437618,-218.49549765026097
-217.21407,-218.6731285759586,-218.53181683547962
-216.99599,-218.44427991233528,-218.51916724682312
-217.53526,-221.10243718272554,-219.0132220880406
-216.64064,-217.51996282189424,-218.75362853181568
-216.93225,-217.02345509532128,-218.4366846261254
-217.08798,-218.44313791763275,-218.43556750344743
-216.48933,-220.73010671591317,-218.8692624098934
-216.58289,-215.97329779422935,-218.33537003205495
-216.131,-216.93251165011563,-218.0615471162459
-216.93391,-220.81400907309776,-218.56594471014586
-216.47694,-217.7006064237407,-218.40544090145653
-217.92175,-219.28573656647532,-218.56955919876054
-217.72423,-221.95615147682355,-219.2170356262202
-219.14062,-219.96668975410427,-219.39088496365187
-218.70712,-220.30547320388595,-219.60182983033454
-219.62175,-213.75577203611465,-218.53528838420647
-219.88428,-217.54677791931982,-218.3438857671708
-220.26402,-220.79442144059132,-218.79793083793496
-219.41603,-219.88128636658163,-219.01217658721862
-219.3445,-216.4887650957439,-218.54982770047292
-218.79773,-217.52934838999542,-218.35242530206938
-219.02007,-218.66241168863243,-218.39958061698283
-218.18784,-218.40837829153145,-218.39213838733002
-218.39523,-218.01833570777083,-218.31216448943874
-218.05138,-217.10251141894233,-218.0704407294527
-218.35056,-218.73587574295567,-218.17530441232142
-217.82782,-217.49718360348015,-218.03049820225112
-218.5452,-217.70329033152453,-217.94703230443483
-218.37279,-215.86002088010392,-217.52676631170468
-218.20163,-213.67433763346412,-216.75440358641563
-218.7197,-216.21615367424948,-216.5809341671512
-218.66423,-214.6654682223379,-216.14214589675484
-219.0697,-215.95685594834535,-216.017324288931
-218.80475,-215.60742874169048,-215.84922293392341
-219.86838,-213.7664707118206,-215.36086086876975
-219.22365,-214.86175782943124,-215.15744824677174
-220.32146,-211.96928766199147,-214.44015778696632
-219.689,-215.17154468643233,-214.44287264791805
-220.33333,-211.38258666451182,-213.73245638150917
-219.07626,-215.85084735303397,-213.98249003936718
-220.43315,-214.81721363215513,-214.00731046840184
-219.30072,-218.77587341368826,-214.78765940604882
-220.23398,-222.07765154158326,-216.08696202991928
-219.8255,-222.11839473751368,-217.20704525759783
-220.01189,-221.7278922761317,-218.08923069915397
-219.51753,-222.317608223582,-218.9522335525998
-219.87375,-226.9603324907055,-220.5670372213542
-219.47066,-223.97723113590388,-221.37217188832648
-219.57639,-222.04567523673828,-221.6833859402083
-219.6106,-220.122773854975,-221.5737409526629
-219.92061,-221.18541497980598,-221.67232065549211
-219.77927,-221.88609688913843,-221.88043072080006
-219.75957,-215.0641986231461,-220.75289586484433
-220.04538,-215.70387270118138,-219.90424373392995
-220.11618,-217.99565414235946,-219.61027027138567
-219.79044,-218.30969393366564,-219.41567316578266
-219.87538,-216.77184266625235,-218.95479797711457
-220.52623,-217.49067203898585,-218.69623710200415
-220.34325,-219.90483552458804,-218.93343820479893
-220.63037,-216.246457229115,-218.4401931951207
-221.22266,-220.0400264610191,-218.73950553168308
-221.63593,-219.54549566283538,-218.90099288193707
-221.09467,-222.01133497692814,-219.50675213312937
-221.32137,-219.56629783414684,-219.55790589790467
-220.41429,-220.80458342108346,-219.8346986282531
-220.6925,-221.4117271417382,-220.18395689468798
-220.37238,-223.07136667320998,-220.7944653039504
-221.12433,-222.9560921188875,-221.2898439638243
-220.54036,-220.9347809648337,-221.32371404060257
-221.04773,-218.81428434913406,-220.94436511505234
-220.16614,-223.10688463020966,-221.43138573110184
-220.79259,-218.87764159265896,-221.03907124195837
-220.07391,-219.73357391077107,-220.86230934970047
-220.38254,-222.83121545156015,-221.29639675533218
-219.7565,-220.97214965626426,-221.31013323974992
-219.8834,-220.12789967630277,-221.1574724601008
-219.52081,-219.67797470756926,-220.93803575668758
-219.35246,-221.00729863748484,-221.0002629631157
-219.57974,-220.6818783442389,-220.98890750134944
-219.28441,-221.69504299536294,-221.16914056946126
-219.31985,-221.36015408598632,-221.25675948610927
-218.80603,-223.3346059170553,-221.70391060249602
-220.00421,-219.85605020406618,-221.42148437444692
-219.5108,-219.77648356362434,-221.16194712633944
-219.2845,-222.42027822610925,-221.44018830561737
-218.84045,-219.66687081846948,-221.15221715258582
-219.99556,-218.9555627652777,-220.76895852518268
-219.49199,-221.14117458847005,-220.85565132579362
-219.65773,-220.3806289153152,-220.78422404901582
-219.24207,-222.92065246548424,-221.2049364780209
-219.3185,-221.8070555042022,-221.35128728274609
-218.54907,-223.03818453132678,-221.70830363194176
-219.64832,-223.46070760378979,-222.09106506755205
-218.57983,-222.42937136338733,-222.2188443700823
-219.01143,-218.42147781097506,-221.56295110010655
-217.93498,-221.8119290648005,-221.6444485567617
-218.4191,-221.7751943838796,-221.7051567123577
-217.678,-222.13923586247356,-221.82419857603855
-218.35027,-221.3307976460267,-221.77016959735948
-217.50047,-220.9247953395783,-221.64487196689092
-217.41786,-221.422186987107,-221.63068453296876
-217.05612,-220.41231286638038,-221.42523165309512
-216.84872,-219.5468672621434,-221.08425096772527
-216.13004,-219.20631807302567,-220.72797842958758
-216.40372,-218.9182318852903,-220.36944469446064
-216.91884,-218.02389229324487,-219.8945957184275
-216.28133,-217.83928939124266,-219.45618646220836
-217.73808,-216.7352253120563,-218.87513381891583
-217.00179,-219.06228392860024,-218.8252232299236
-218.89867,-215.99319465706094,-218.20403929823425
-218.2231,-216.53577566777568,-217.78186225918992
-219.31631,-216.81118022702086,-217.4797648579065
-218.58778,-220.69642489282037,-217.96657660305996
-219.33417,-218.7432151924511,-218.0170827564617
-218.81638,-216.04007666147703,-217.5516577441919
-219.03584,-216.50023514701115,-217.2469777856777
-218.42836,-218.55380588387422,-217.3828980328985
-219.53229,-218.78655795108975,-217.5489254044281
-218.88075,-219.47178535432155,-217.82597710744773
-219.7016,-219.46576100254995,-218.06570244252578
-219.34941,-217.00376849229153,-217.8061019725901
-219.71457,-216.26789557826098,-217.44798640347344
-219.07414,-220.6514265383301,-217.97898276664995
-218.80826,-218.92753031112284,-218.10827397537034
-218.84808,-216.50783871349378,-217.76145101424189
-219.90044,-216.32888667223204,-217.43398740488058
-219.3125,-216.94839790330164,-217.27539800787468
-219.50426,-215.51738235622508,-216.87177764130965
-219.40668,-215.7997982099405,-216.58496020374702
-219.22653,-216.4508072192498,-216.468478171152
-218.88788,-213.65510430256802,-215.84276746106147
-218.6675,-214.5002154826906,-215.47463627852653
-219.47893,-211.67745657317872,-214.6303816199076
-219.82103,-211.69595810750968,-213.9205213874818
-220.36443,-212.5444191751185,-213.48449656926294
-220.40202,-215.14612059411206,-213.616238962173
-220.7334,-212.3173181129758,-213.2007766453336
-220.1578,-218.64280886752042,-214.05726082673354
-220.57994,-217.3914780496302,-214.55911563867625
-219.84666,-221.055286358635,-215.6900652391703
-220.90419,-220.33870801236736,-216.5236367409743
-220.01556,-222.33884165348599,-217.617005761962
-221.0113,-222.16324915601405,-218.51649045335762
-220.15836,-219.59015675336968,-218.79265308391223
-221.29063,-220.67191435196824,-219.22985379508972
-220.59404,-221.76585954662428,-219.80625656369688
-221.59947,-219.4774899689576,-219.85794861634133
-221.34293,-220.86265423078558,-220.15919580225687
-221.87784,-222.0082191601787,-220.6278979437184
-221.21886,-222.61769455530072,-221.13715021554003
-221.56721,-222.24946319323223,-221.4944860403201
-221.5946,-222.23962928347433,-221.78960938706712
-221.8309,-220.10689723655463,-221.62794040798155
-221.35338,-218.5626240833955,-221.1883662041077
-221.66862,-219.9198290412162,-221.06392261974867
-221.17036,-223.12260692615817,-221.56021017877148
-220.73041,-221.80378862997708,-221.72725159277948
-221.25954,-220.56461209847444,-221.6278769675124
-221.66014,-222.07089084833308,-221.82294383482883
-221.79544,-218.32924417413125,-221.27251459939188
-221.75958,-218.50285876091257,-220.83022098592375
-222.28677,-218.45044929658098,-220.43873173854146
-222.30135,-220.07153662373088,-220.40974921590072
-223.31427,-221.48138190452102,-220.6507618499901
-223.03024,-223.4204494719108,-221.2227111219519
-223.63963,-222.56853131507978,-221.54610296594265
-222.96347,-222.91135568673468,-221.88341127368096
-223.95375,-221.36277329863785,-221.87267979334115
-223.06119,-221.84093238705879,-221.9497384561188
-223.04741,-219.95525405990492,-221.6527890301189
-222.12184,-223.60214088283803,-222.0881931417141
-222.55072,-222.46183407905116,-222.2393516567979
-221.65622,-221.80307754113642,-222.23885113603458
-221.92445,-223.43925101803714,-222.5449609388784
-221.22737,-224.07584295390606,-222.92280524778857
-221.63075,-223.52531610622657,-223.1357894140079
-220.44096,-225.2906949363323,-223.64762383328787
-219.7968,-225.17776391554037,-224.0571835299846
-219.64714,-223.87898883620744,-224.15336542309126
-220.11206,-225.34976107437313,-224.50797571589027
-219.86229,-223.90112849635022,-224.52838771681795
-219.6201,-222.8979159842059,-224.34803846805724
-219.82831,-222.34041255701308,-224.08152870055596
-220.14029,-222.30895935173046,-223.84226851844076
-220.06198,-223.6910426189932,-223.89573050004032
-220.06386,-220.72522088543965,-223.37348169695028
-220.7687,-219.0358793458228,-222.60300266580504
-220.14575,-222.79588054212522,-222.65764364467506
-221.02376,-221.89895011309926,-222.5328684250193
-220.44954,-223.26721237292963,-222.68543114334673
-220.97787,-221.29267402831707,-222.4396624720114
-220.2242,-223.09450561104686,-222.5714679645115
-221.51306,-226.30818505384457,-223.29405988403352
-220.67218,-226.6339842169276,-223.97140243153018
-221.47412,-224.08208192158804,-224.06181427674196
-220.56119,-226.6254710580208,-224.61849448373417
-220.72012,-226.49150695326577,-225.0640220372373
-220.31303,-224.9636544131193,-225.14888222210723
-222.11194,-224.66527610789473,-225.15907481576937
-221.12917,-222.424071688227,-224.73656398982007
-221.2901,-221.88054547295295,-224.26793531688318
-220.70197,-219.65176351190127,-223.44100362076517
-220.81932,-219.24050436485007,-222.6551573078812
-220.01671,-220.15207401814453,-222.15767349914083
-219.37422,-218.67938853140555,-221.45484537677072
-219.04744,-218.57140430529594,-220.83728302623652
-218.64575,-213.88001710468467,-219.42303516697828
-218.61305,-211.6957406851983,-217.80705170065374
-217.982,-214.24017680713703,-216.9204348459446
-219.18779,-214.22170975122825,-216.17196387261953
-218.204,-214.35426939507278,-215.57138617534278
-218.78902,-214.86973307516485,-215.17068517196333
-218.08978,-217.2999067576603,-215.30484083793218
-219.71973,-216.43732355074087,-215.2695667772495
-218.84955,-217.51246233822206,-215.45694872545286
-219.59167,-217.01677934829036,-215.53510347153826
-218.98108,-220.72441768475176,-216.31767685856266
-220.10135,-217.62859097833356,-216.4074216360948
-219.17154,-218.95668314737586,-216.74466411143626
-219.79152,-220.81034328601237,-217.3921461331632
-218.8851,-220.9429229833207,-217.9759786847791
-219.19594,-216.43164161757997,-217.62140903508265
-218.08226,-220.20222836039054,-218.03872142578746
-218.48055,-222.65552777910355,-218.8645064211599
-217.48483,-220.08657935667176,-219.08320228072895
-217.84024,-219.1902747322022,-219.1000818190901
-217.53114,-218.20489202177436,-218.92743345931248
-217.19048,-220.82227194134856,-219.2776650582363
-216.40826,-223.47141919708255,-220.08013670078518
-215.92352,-222.16171841184342,-220.51520840701733
-215.75562,-221.3709758759709,-220.73384050729783
-215.9707,-219.46233021766074,-220.55466118713292
-216.22414,-218.27707393775606,-220.17340393492265
-216.2678,-219.31638859260218,-220.04309204508147
-216.08684,-213.25517641469017,-218.77864206598204
-215.01028,-214.9661242892073,-218.02428302255686
-215.54044,-212.48777864337825,-216.9117849373414
-215.11507,-212.35747858255047,-215.94166441381998
-214.95776,-213.13664541881562,-215.26806663034532
-214.26398,-215.8935621362648,-215.22495238993088
-215.67735,-213.03047770512998,-214.65272991074292
-214.89775,-214.6065989751361,-214.4724702218457
-216.3025,-216.60506682390078,-214.70751005263713
-215.51833,-218.0101287065411,-215.18382964099249
-216.05449,-217.03334553598455,-215.41232269581008
-215.02356,-219.07606723611775,-216.00172942163937
-216.39177,-219.31624958448444,-216.5555268938956
-215.49199,-219.97030748542392,-217.15598107450748
-215.51921,-218.9763469815096,-217.48163972916856
-214.89137,-219.54728364981858,-217.8688482789462
-215.74007,-218.9006551038124,-218.0764121342336
-214.8054,-219.05963126832856,-218.2829867579703
-214.9422,-214.3084870311063,-217.55536124322833
-214.43077,-215.70361947705408,-217.1985909988962
-213.52051,-215.62599524287586,-216.87990878127488
-212.66855,-212.4405902033468,-216.00401009210708
-212.52943,-214.86943896939405,-215.72037922054255
-212.51163,-213.37916249048493,-215.19897628107105
-212.56116,-211.7416622650503,-214.44731671936074
-214.15321,-206.7655904162798,-212.8659622785659
-213.6622,-211.2935364806039,-212.38437121512078
-214.40324,-213.24270464068965,-212.35371605680137
-214.27658,-212.6725709705758,-212.22944986707986
-215.59663,-212.9986862363209,-212.195187364932
-215.2764,-212.12753670072505,-212.0099513151429
-216.35316,-209.18792698445532,-211.30256012257829
-216.04889,-211.06548309234816,-211.06516258571935
-216.35887,-212.2713434827309,-211.10198726010265
-216.08104,-210.13379648121642,-210.73737487829158
-216.58295,-207.7616409960912,-209.9852935228801
-215.67862,-213.62271387223504,-210.46747494619626
-216.2176,-213.11405035547716,-210.79294822015873
-215.54915,-215.40936706925945,-211.51590276904014
-215.18007,-214.8624986383588,-212.03652559476518
-214.57443,-212.58448805329994,-212.05366780287724
-215.14171,-211.9980462779873,-211.9614372566428
-214.54865,-217.43813926864416,-212.9207142726312
-214.91518,-218.07867994397992,-213.86460563385566
-214.3854,-213.37247930706232,-213.77712025853444
-214.2154,-212.93799924584198,-213.61965948337757
-213.1368,-216.72268860375743,-214.20439063112912
-213.7872,-216.1735212315153,-214.59886403980815
